Log,Question,Mode,Correlation,P-Value,significance
N_attempts__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.36136483668907754,0.14064210844285455,-
N_attempts__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.4677199296393805,0.058326381719283345,-
N_attempts__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.6957117416630838,0.0013452218037728197,**
N_attempts__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.7020879012453394,0.0016782597477181848,**
N_attempts__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.2693945426539801,0.2796813309205276,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,Baseline,-0.26337056882745646,0.126347015228861,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.20680255220254,0.4258071521005605,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.19518001458970663,0.4376665766068403,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,Delta_Social,0.28930873521349704,0.26004300074057657,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,Delta_Task,0.09759000729485331,0.700062075969013,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,Social,,,-
N_attempts__Word_length,I would like to redo this activity with Blueberry,Task,-0.2130214807490179,0.3960510548056583,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,Baseline,-0.019365856380088683,0.9120768656527731,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.2127980706395726,0.4122082542844745,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.02870294332201568,0.9099858867488924,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.16237976320958225,0.5335032388939459,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.21240178058291603,0.39745917528939023,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,Social,-0.05260158822063583,0.8410896705102615,-
N_attempts__Word_length,I would like to redo this activity with a group of friends,Task,-0.21240178058291603,0.39745917528939023,-
N_attempts__Word_length,I wrote well on the tablet,Baseline,-0.2630548203490352,0.1268190101309748,-
N_attempts__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.291958338274645,0.25550554902744566,-
N_attempts__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",0.26784361127047446,0.28256626040180965,-
N_attempts__Word_length,I wrote well on the tablet,Delta_Social,-0.3352664651741208,0.18833822711094683,-
N_attempts__Word_length,I wrote well on the tablet,Delta_Task,0.11904160500909977,0.6380181517380124,-
N_attempts__Word_length,I wrote well on the tablet,Social,-0.5066777301935423,0.03793030413770793,*
N_attempts__Word_length,I wrote well on the tablet,Task,-0.03003757045930553,0.9058176288859201,-
n_interventions__Attempt_duration,AverageResponses,Baseline,-0.3445504039046649,0.042672938196351935,*
n_interventions__Attempt_duration,AverageResponses,Delta_Social,-0.648403750900896,0.0048722992361218565,**
n_interventions__Attempt_duration,AverageResponses,Delta_Task,-0.4450363827245985,0.06421888731667469,-
n_interventions__Attempt_duration,AverageResponses,Social,-0.6675203917796698,0.0034134785678014397,**
n_interventions__Attempt_duration,AverageResponses,Task,-0.24830983698446651,0.32044999092571974,-
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.33463281690568863,0.049428388533552046,*
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.49111002068474363,0.0452963102528477,*
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.06750497838375316,0.7901301861401971,-
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.49111002068474363,0.0452963102528477,*
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.09530114595353387,0.7067984573592259,-
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,Social,-0.40439033350641385,0.10739964569274091,-
n_interventions__Attempt_duration,I enjoyed teaching Blueberry how to write in a group,Task,-0.017221765993209407,0.9459250919797557,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,Baseline,-0.09978797940920656,0.5684469423180509,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",-0.04137740262436134,0.8747128456066048,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.20701966780270625,0.40980275965327007,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,Delta_Social,-0.04137740262436134,0.8747128456066048,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,Delta_Task,-0.4140393356054125,0.08760766817092071,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,Social,-0.051700638050635,0.8437797512862414,-
n_interventions__Attempt_duration,I enjoyed writing on the tablet,Task,0.2130214807490179,0.3960510548056583,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,-0.21572677324125625,0.21326988099770725,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.28373076085276344,0.269757465085273,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",-0.48795003647426655,0.03994471917451891,*
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.28373076085276344,0.269757465085273,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,-0.09759000729485331,0.700062075969013,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.1817650186713016,0.48505053701625234,-
n_interventions__Attempt_duration,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.126292950616869,0.6175285317400274,-
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.222248356320082,0.19941958759872966,-
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.5816094593938517,0.014325159072207754,*
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.09908763966219122,0.6956658374416447,-
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.5816094593938517,0.014325159072207754,*
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.3798359520383997,0.12000427289825615,-
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.29809571012261094,0.24518579975772542,-
n_interventions__Attempt_duration,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.3864634590332683,0.11315056746466355,-
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,Baseline,-0.0040647301145779425,0.981511483388398,-
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.5961104419314718,0.011554988081065523,*
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",0.32566207231283545,0.18724541476499137,-
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,Delta_Social,-0.5961104419314718,0.011554988081065523,*
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,Delta_Task,-0.15306117398703267,0.5442797516341307,-
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,Social,-0.6378635118111463,0.005870147906933976,**
n_interventions__Attempt_duration,I think I helped the group teach Blueberry how to write,Task,-0.09709587750058922,0.7015145744378037,-
n_interventions__Attempt_duration,I think the robot was a good student,Baseline,-0.12716606746827275,0.4666346479958823,-
n_interventions__Attempt_duration,I think the robot was a good student,"Delta Logs, Delta_Social",-0.40187654919403093,0.1098119286768967,-
n_interventions__Attempt_duration,I think the robot was a good student,"Delta Logs, Delta_Task",-0.11922516965940003,0.637496294568328,-
n_interventions__Attempt_duration,I think the robot was a good student,Delta_Social,-0.40187654919403093,0.1098119286768967,-
n_interventions__Attempt_duration,I think the robot was a good student,Delta_Task,-0.4649781616716601,0.05185814821538635,-
n_interventions__Attempt_duration,I think the robot was a good student,Social,-0.3395644021809582,0.18238414861804114,-
n_interventions__Attempt_duration,I think the robot was a good student,Task,-0.17285432628057718,0.492775366662624,-
n_interventions__Attempt_duration,I think the robot was nice,Baseline,,,-
n_interventions__Attempt_duration,I think the robot was nice,"Delta Logs, Delta_Social",,,-
n_interventions__Attempt_duration,I think the robot was nice,"Delta Logs, Delta_Task",0.5166529797962822,0.028139908224511293,*
n_interventions__Attempt_duration,I think the robot was nice,Delta_Social,,,-
n_interventions__Attempt_duration,I think the robot was nice,Delta_Task,-0.3099917878777693,0.2106117293942674,-
n_interventions__Attempt_duration,I think the robot was nice,Social,,,-
n_interventions__Attempt_duration,I think the robot was nice,Task,-0.3099917878777693,0.2106117293942674,-
n_interventions__Attempt_duration,I think the robot was serious,Baseline,-0.14063138664124472,0.42036555545625987,-
n_interventions__Attempt_duration,I think the robot was serious,"Delta Logs, Delta_Social",-0.6326234872557065,0.006424086249503345,**
n_interventions__Attempt_duration,I think the robot was serious,"Delta Logs, Delta_Task",-0.12340868776746781,0.6256473129458614,-
n_interventions__Attempt_duration,I think the robot was serious,Delta_Social,-0.6326234872557065,0.006424086249503345,**
n_interventions__Attempt_duration,I think the robot was serious,Delta_Task,-0.3926640065328521,0.10699464136791668,-
n_interventions__Attempt_duration,I think the robot was serious,Social,-0.4510376146731271,0.06919232615774742,-
n_interventions__Attempt_duration,I think the robot was serious,Task,-0.5002164033860247,0.03450900479480571,*
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.302961000165651,0.0768788824232037,-
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.5228594694097746,0.03127841258847883,*
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.2026344878630341,0.42000998541001344,-
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.5228594694097746,0.03127841258847883,*
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.44917311476305893,0.061490621916663595,-
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.6417143309165713,0.005488126585866208,**
n_interventions__Attempt_duration,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.1197309078462134,0.6360593676339789,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,Baseline,0.02464118993405148,0.888260140746655,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.20680255220254,0.4258071521005605,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.2927700218845599,0.23839778379182888,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,Delta_Social,0.20680255220254,0.4258071521005605,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,Delta_Task,0.39036002917941326,0.10925340836467924,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,Social,,,-
n_interventions__Attempt_duration,I would like to redo this activity with Blueberry,Task,0.2130214807490179,0.3960510548056583,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,Baseline,-0.023322086703248354,0.8942073426700012,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.2127980706395726,0.4122082542844745,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",-0.29851061054896305,0.22888891190372734,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,Delta_Social,0.2127980706395726,0.4122082542844745,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,Delta_Task,-0.017221765993209407,0.9459250919797557,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,Social,-0.051700638050635,0.8437797512862414,-
n_interventions__Attempt_duration,I would like to redo this activity with a group of friends,Task,0.017221765993209407,0.9459250919797557,-
n_interventions__Attempt_duration,I wrote well on the tablet,Baseline,-0.2321598767999926,0.1795907997231351,-
n_interventions__Attempt_duration,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.291958338274645,0.25550554902744566,-
n_interventions__Attempt_duration,I wrote well on the tablet,"Delta Logs, Delta_Task",0.32075099127451884,0.19437369869126972,-
n_interventions__Attempt_duration,I wrote well on the tablet,Delta_Social,-0.291958338274645,0.25550554902744566,-
n_interventions__Attempt_duration,I wrote well on the tablet,Delta_Task,0.12234831625935255,0.6286425008408805,-
n_interventions__Attempt_duration,I wrote well on the tablet,Social,-0.3372392249759365,0.1855895675151532,-
n_interventions__Attempt_duration,I wrote well on the tablet,Task,0.3304132750523608,0.18051700755523337,-
n_interventions__Nothing,AverageResponses,Baseline,-0.38534904533500614,0.02225135277472455,*
n_interventions__Nothing,AverageResponses,Delta_Social,-0.39028918083073166,0.12142781555620696,-
n_interventions__Nothing,AverageResponses,Delta_Task,-0.47028667394301543,0.04889321264281954,*
n_interventions__Nothing,AverageResponses,Social,-0.5402548217581253,0.025166877516681858,*
n_interventions__Nothing,AverageResponses,Task,-0.3614636867495398,0.14052551822418508,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.3261058283527248,0.05589738921586488,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.3130151780188476,0.22120699030628596,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.01985440540698622,0.9376730144475671,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.24825341704943088,0.3366701297085535,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.04367969189536968,0.8633633801584055,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,-0.21917338686225485,0.3980049044944026,-
n_interventions__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,-0.126292950616869,0.6175285317400274,-
n_interventions__Nothing,I enjoyed writing on the tablet,Baseline,-0.07053829043888211,0.6872007244390137,-
n_interventions__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.08275480524872268,0.7521853506538897,-
n_interventions__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.4140393356054125,0.08760766817092071,-
n_interventions__Nothing,I enjoyed writing on the tablet,Delta_Social,0.22462018567510444,0.38608268223638953,-
n_interventions__Nothing,I enjoyed writing on the tablet,Delta_Task,-0.4140393356054125,0.08760766817092071,-
n_interventions__Nothing,I enjoyed writing on the tablet,Social,0.10340127610127,0.692900428693954,-
n_interventions__Nothing,I enjoyed writing on the tablet,Task,0.2130214807490179,0.3960510548056583,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,-0.242953551720942,0.1596334087771713,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.18853162398769152,0.46865785225905465,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",-0.19518001458970663,0.4376665766068403,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.020533147166976306,0.9376535579158671,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.09759000729485331,0.700062075969013,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.062066103936542,0.8129359288090011,-
n_interventions__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.017221765993209407,0.9459250919797557,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.3132174255190201,0.06693188006233247,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.42651360355549117,0.08776912284012496,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",0.056149662475241696,0.8248632647160081,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.348965675636311,0.16979962314776284,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.3963505586487649,0.10345016656890843,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,-0.02506114377136994,0.9239388488271272,-
n_interventions__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.42868215623858336,0.07589289670211224,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,Baseline,-0.004521222581631071,0.9794355335198879,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.3899170296447542,0.12181457823510652,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",0.2670428992965251,0.2840627836927138,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,-0.4692221882165686,0.057414268182829735,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.24098993351149825,0.33538099677449873,-
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,Social,-0.5454832790660837,0.023524162816711033,*
n_interventions__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.19419175500117844,0.4400358916228907,-
n_interventions__Nothing,I think the robot was a good student,Baseline,-0.11301370178223274,0.5180253109049695,-
n_interventions__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",-0.2176831308134334,0.40130108285891286,-
n_interventions__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",-0.2622953732506801,0.2930350750508828,-
n_interventions__Nothing,I think the robot was a good student,Delta_Social,-0.2176831308134334,0.40130108285891286,-
n_interventions__Nothing,I think the robot was a good student,Delta_Task,-0.4769006786376001,0.045380761369594236,*
n_interventions__Nothing,I think the robot was a good student,Social,-0.15434745553679918,0.5541990821012723,-
n_interventions__Nothing,I think the robot was a good student,Task,-0.19013975890863485,0.4498194670318115,-
n_interventions__Nothing,I think the robot was nice,Baseline,,,-
n_interventions__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
n_interventions__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",0.10333059595925645,0.6832612501827093,-
n_interventions__Nothing,I think the robot was nice,Delta_Social,,,-
n_interventions__Nothing,I think the robot was nice,Delta_Task,-0.5166529797962822,0.028139908224511293,*
n_interventions__Nothing,I think the robot was nice,Social,,,-
n_interventions__Nothing,I think the robot was nice,Task,-0.5166529797962822,0.028139908224511293,*
n_interventions__Nothing,I think the robot was serious,Baseline,-0.24588637682261966,0.15449849331823018,-
n_interventions__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",-0.5451640189715075,0.023622019243854344,*
n_interventions__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",-0.2617760043552348,0.29402691934033104,-
n_interventions__Nothing,I think the robot was serious,Delta_Social,-0.5451640189715075,0.023622019243854344,*
n_interventions__Nothing,I think the robot was serious,Delta_Task,-0.3926640065328521,0.10699464136791668,-
n_interventions__Nothing,I think the robot was serious,Social,-0.6190102435858778,0.008061516826911237,**
n_interventions__Nothing,I think the robot was serious,Task,-0.5786817215642246,0.011866454528317204,*
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.3076378146096453,0.0722095432316636,-
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.4210037286156626,0.09239476355528199,-
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.2093889707918019,0.40434375946646606,-
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.51878523977801,0.03286167392320551,*
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.4052689757260682,0.0952249998023052,-
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.5538082581882738,0.021081647813278655,*
n_interventions__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.26274282555141276,0.292182197903282,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.06166920749035733,0.724894362292184,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.20680255220254,0.4258071521005605,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.2927700218845599,0.23839778379182888,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,Delta_Social,0.20680255220254,0.4258071521005605,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.2927700218845599,0.23839778379182888,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,Social,,,-
n_interventions__Nothing,I would like to redo this activity with Blueberry,Task,0.2130214807490179,0.3960510548056583,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,Baseline,-0.01565029508943237,0.928898198932437,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.3191971059593589,0.2117294321975625,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",-0.21240178058291603,0.39745917528939023,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.3191971059593589,0.2117294321975625,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.08036824130164391,0.7512376808113187,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,Social,0.10340127610127,0.692900428693954,-
n_interventions__Nothing,I would like to redo this activity with a group of friends,Task,-0.08036824130164391,0.7512376808113187,-
n_interventions__Nothing,I wrote well on the tablet,Baseline,-0.12980077210260058,0.4573751958422482,-
n_interventions__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.291958338274645,0.25550554902744566,-
n_interventions__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",0.3637382375278048,0.13786126112405583,-
n_interventions__Nothing,I wrote well on the tablet,Delta_Social,-0.06260957592797127,0.8113255106779858,-
n_interventions__Nothing,I wrote well on the tablet,Delta_Task,0.0826677812563193,0.7443418098910917,-
n_interventions__Nothing,I wrote well on the tablet,Social,-0.13146613854994135,0.6149971171668467,-
n_interventions__Nothing,I wrote well on the tablet,Task,0.2102629932151387,0.402339930498952,-
