Log,Question,Mode,Correlation,P-Value,significance
Answer_Time__Nothing,I think the robot was serious,Delta_Task,-0.14402915649780296,0.5685545602736533,-
Answer_Time__Nothing,I think the robot was serious,Social,-0.006140634384863434,0.9813391877917489,-
Answer_Time__Nothing,I think the robot was serious,Task,-0.23569120364587234,0.34643691359343287,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.12803226283317695,0.46357958099507746,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.13941068868078973,0.5935905540304489,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.3312921442448836,0.1792904019008575,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.23056383127976765,0.3732989559586961,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.3112812093576088,0.20862047183465873,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.4642064227162155,0.06050165552338121,-
Answer_Time__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.045981784967726556,0.8562311702646657,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,Baseline,-0.14625448482542616,0.4018335095688055,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.3061862178478973,0.2319881244232145,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.09637388493048533,0.7036386476374066,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,Delta_Social,0.3572172541558802,0.1592459066983779,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.032124628310161774,0.8993041385932469,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,Social,,,-
Answer_Time__Nothing,I would like to redo this activity with Blueberry,Task,-0.07012230125638468,0.7821751087521553,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,Baseline,-0.03828240612953818,0.8271669884491272,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",-0.2450490147049017,0.3431462655913279,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.39872332784965503,0.10121385534571516,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,Delta_Social,-0.03500700210070025,0.8938902347498958,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.3269153351563521,0.18545462644031038,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,Social,-0.10206207261596575,0.696699244080777,-
Answer_Time__Nothing,I would like to redo this activity with a group of friends,Task,-0.3269153351563521,0.18545462644031038,-
Answer_Time__Nothing,I wrote well on the tablet,Baseline,-0.3828639351611944,0.023203565456898455,*
Answer_Time__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.23028142269114782,0.3739009934961255,-
Answer_Time__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.26668286880029457,0.28473725211347933,-
Answer_Time__Nothing,I wrote well on the tablet,Delta_Social,0.1873475981216118,0.47150625410143965,-
Answer_Time__Nothing,I wrote well on the tablet,Delta_Task,-0.005442507526536623,0.9829003342453428,-
Answer_Time__Nothing,I wrote well on the tablet,Social,-0.1311739248040948,0.6157902533319072,-
Answer_Time__Nothing,I wrote well on the tablet,Task,-0.01977550392900472,0.9379202494036202,-
Answer_Time__Word_length,AverageResponses,Baseline,-0.23674440873825284,0.17090852860321357,-
Answer_Time__Word_length,AverageResponses,Delta_Social,0.01723092910190634,0.947666214917894,-
Answer_Time__Word_length,AverageResponses,Delta_Task,-0.811447075205842,4.362235912634112e-05,***
Answer_Time__Word_length,AverageResponses,Social,-0.27217079002695055,0.2905895570695172,-
Answer_Time__Word_length,AverageResponses,Task,-0.5587188893096697,0.01594383041638433,*
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.0841887945871688,0.63063425546696,-
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.08123547644530957,0.7566047264815201,-
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.3084832907812503,0.21295700285242145,-
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,0.026634582441085106,0.9191776603833333,-
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.48494619016882995,0.0413704680354308,*
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,-0.17672416916405656,0.4974404225139515,-
Answer_Time__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.37793680364896204,0.122021130913256,-
Answer_Time__Word_length,I enjoyed writing on the tablet,Baseline,0.08783445354942333,0.6158536460089123,-
Answer_Time__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.23338001400466835,0.36732490019556807,-
Answer_Time__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.1362932551272764,0.5897089668473676,-
Answer_Time__Word_length,I enjoyed writing on the tablet,Delta_Social,0.28589051715571867,0.2659700003260857,-
Answer_Time__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.1362932551272764,0.5897089668473676,-
Answer_Time__Word_length,I enjoyed writing on the tablet,Social,-0.05103103630798288,0.8457801257277214,-
Answer_Time__Word_length,I enjoyed writing on the tablet,Task,-0.21036690376915404,0.4021020578778828,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.10670144910443681,0.5418124290488416,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.05527421384321091,0.8331195550347034,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.22487239817113244,0.3696504936380537,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,-0.11423337527596922,0.6624344623919367,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.22487239817113244,0.3696504936380537,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,-0.3194388941688897,0.21136417624115042,-
Answer_Time__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,-0.1984168219157051,0.4299530505257816,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.20997313985806326,0.22602716542900742,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.23600932399025626,0.36179576789733014,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.32943794342676314,0.18188481075473822,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,-0.08292219491549543,0.7516988950609838,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,-0.663224902608335,0.002696726216503872,**
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,0.1432116858383027,0.5834582817606212,-
Answer_Time__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.47144694494950845,0.048262621939407176,*
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,Baseline,-0.1812403093971734,0.2974339704219963,-
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.20352289460267362,0.4333439241934608,-
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.4255890543664794,0.0782655664844262,-
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,0.07045023274707932,0.7881745607038024,-
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.48669378005637703,0.04053634410668709,*
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,Social,-0.5340763583618787,0.02722100718858671,*
Answer_Time__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.04337696053310002,0.8643020448398117,-
Answer_Time__Word_length,I think the robot was a good student,Baseline,-0.14119981132917153,0.41847074738564416,-
Answer_Time__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",-0.36774766425340044,0.14643535348406556,-
Answer_Time__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.5533753667035468,0.017204523379210652,*
Answer_Time__Word_length,I think the robot was a good student,Delta_Social,-0.20522247930245943,0.42942962510672833,-
Answer_Time__Word_length,I think the robot was a good student,Delta_Task,-0.6122450865656263,0.006918088084808634,**
Answer_Time__Word_length,I think the robot was a good student,Social,-0.3016498749524414,0.2393312110840224,-
Answer_Time__Word_length,I think the robot was a good student,Task,-0.3385555833846721,0.16936692864021177,-
Answer_Time__Word_length,I think the robot was nice,Baseline,,,-
Answer_Time__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Answer_Time__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.14739535342309518,0.5594530368242503,-
Answer_Time__Word_length,I think the robot was nice,Delta_Social,,,-
Answer_Time__Word_length,I think the robot was nice,Delta_Task,-0.5064353168896091,0.031980602629759276,*
Answer_Time__Word_length,I think the robot was nice,Social,,,-
Answer_Time__Word_length,I think the robot was nice,Task,-0.5064353168896091,0.031980602629759276,*
Answer_Time__Word_length,I think the robot was serious,Baseline,0.05832020642126671,0.7393003815602528,-
Answer_Time__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",-0.3337967102491949,0.19040343559629896,-
Answer_Time__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",-0.02831342392691853,0.9112028457163986,-
Answer_Time__Word_length,I think the robot was serious,Delta_Social,-0.36832740441290474,0.1457512580813795,-
Answer_Time__Word_length,I think the robot was serious,Delta_Task,-0.2215833176889276,0.3768765120708556,-
Answer_Time__Word_length,I think the robot was serious,Social,-0.033773489116748885,0.8976103427590629,-
Answer_Time__Word_length,I think the robot was serious,Task,-0.3357792490297359,0.17311509619753718,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,-0.1608365490814785,0.3560104424845649,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",-0.17694433563331005,0.4968961444943464,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.3913249489067082,0.10830332223185714,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,-0.3176955117052612,0.21400695074332954,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.44913431635883555,0.06151580138853691,-
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,-0.5871271265507274,0.013215394826191827,*
Answer_Time__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.20582322795077598,0.41257436947439774,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,Baseline,-0.08531511614816525,0.6260523866332041,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.3572172541558802,0.1592459066983779,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",-0.06424925662032355,0.8000531491539615,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,Delta_Social,0.3572172541558802,0.1592459066983779,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,Delta_Task,-0.09637388493048533,0.7036386476374066,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,Social,,,-
Answer_Time__Word_length,I would like to redo this activity with Blueberry,Task,-0.21036690376915404,0.4021020578778828,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,Baseline,-0.11586132186224467,0.5074656952827501,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",-0.21004201260420144,0.41843058967932145,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.39872332784965503,0.10121385534571516,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.10502100630210072,0.6883150997810407,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.43462732419630634,0.07148170709184426,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,Social,-0.05103103630798288,0.8457801257277214,-
Answer_Time__Word_length,I would like to redo this activity with a group of friends,Task,-0.43462732419630634,0.07148170709184426,-
Answer_Time__Word_length,I wrote well on the tablet,Baseline,-0.4049836429312672,0.015808073246899392,*
Answer_Time__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",-0.21336809786072455,0.41092747403539487,-
Answer_Time__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.12191216859442036,0.6298760759457598,-
Answer_Time__Word_length,I wrote well on the tablet,Delta_Social,0.1457147985390314,0.576825504265885,-
Answer_Time__Word_length,I wrote well on the tablet,Delta_Task,0.15674421676425473,0.5345166533760514,-
Answer_Time__Word_length,I wrote well on the tablet,Social,-0.3342819374039835,0.1897199807682352,-
Answer_Time__Word_length,I wrote well on the tablet,Task,-0.029663255893507077,0.9069864424566217,-
Attempt_Duration__Nothing,AverageResponses,Baseline,0.15417223528052593,0.37654832687364226,-
Attempt_Duration__Nothing,AverageResponses,Delta_Social,0.3064643818839057,0.2315425702455462,-
Attempt_Duration__Nothing,AverageResponses,Delta_Task,-0.009350862582397668,0.970624743170899,-
Attempt_Duration__Nothing,AverageResponses,Social,0.20074135192033005,0.43978974443863084,-
Attempt_Duration__Nothing,AverageResponses,Task,-0.34454331507429636,0.16147113304867483,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,0.111869917523993,0.5222970057951342,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",0.1904372644537585,0.46409145159504916,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.12809899362950225,0.6124660997239755,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,0.2383795128477117,0.35685184094207334,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.2365909984381623,0.3445448734974167,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,0.27879761169846856,0.2785320889763507,-
Attempt_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,0.0075587360729792415,0.9762529380613245,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,Baseline,-0.057213267908339964,0.7440815003399858,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.3267320196065357,0.200538333352475,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.0681466275636382,0.7881781018728292,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,Delta_Social,0.4025805241580529,0.10913255139137473,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,Delta_Task,-0.0681466275636382,0.7881781018728292,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,Social,0.3572172541558802,0.1592459066983779,-
Attempt_Duration__Nothing,I enjoyed writing on the tablet,Task,0.3506115062819234,0.15372894485002397,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.11559323652980655,0.5084551975180844,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",0.11054842768642183,0.6727453474464117,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.22487239817113244,0.3696504936380537,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.3850770231077027,0.12692335064375423,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.35337091141177956,0.150294006405313,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.2756801415430144,0.2841657383790207,-
Attempt_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.33069470319284183,0.1801236182523689,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.08079243305265271,0.6445322863375286,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",0.16329293767974487,0.5311727627780194,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.265289961043334,0.28735587472089263,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,0.1709472941334829,0.5118224362971494,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,0.12829596476685823,0.6119149826045504,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,0.3176695576776897,0.21404645463208763,-
Attempt_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.1870821210117097,0.457275114755058,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,Baseline,0.08712044453356321,0.618737018922477,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",0.018264875156650193,0.9445303229801099,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.49205384371338556,0.03805799362465984,*
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,0.03131121455425747,0.9050421902202435,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.3912846469616247,0.10834288619017444,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,Social,0.12592044221540233,0.6301173467624189,-
Attempt_Duration__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.46801457417292125,0.050146104089706246,-
Attempt_Duration__Nothing,I think the robot was a good student,Baseline,0.03850903945341042,0.826159361072342,-
Attempt_Duration__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",0.006886660379277162,0.979072525392085,-
Attempt_Duration__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",-0.16091056762301717,0.5235695694382845,-
Attempt_Duration__Nothing,I think the robot was a good student,Delta_Social,0.21899580006101374,0.39839692554119766,-
Attempt_Duration__Nothing,I think the robot was a good student,Delta_Task,0.17268451159543305,0.49320695364348033,-
Attempt_Duration__Nothing,I think the robot was a good student,Social,0.28336806434926315,0.2703967413507688,-
Attempt_Duration__Nothing,I think the robot was a good student,Task,-0.1209127083516686,0.6327064044629844,-
Attempt_Duration__Nothing,I think the robot was nice,Baseline,,,-
Attempt_Duration__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Attempt_Duration__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Nothing,I think the robot was nice,Delta_Social,,,-
Attempt_Duration__Nothing,I think the robot was nice,Delta_Task,-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Nothing,I think the robot was nice,Social,,,-
Attempt_Duration__Nothing,I think the robot was nice,Task,-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Nothing,I think the robot was serious,Baseline,-0.20390036904966796,0.24004503289363782,-
Attempt_Duration__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",-0.05467359909254054,0.8349093552785636,-
Attempt_Duration__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",0.15510832238224936,0.5388432558830172,-
Attempt_Duration__Nothing,I think the robot was serious,Delta_Social,0.26185776407479944,0.3099687354670725,-
Attempt_Duration__Nothing,I think the robot was serious,Delta_Task,-0.016003239610866995,0.9497464177487083,-
Attempt_Duration__Nothing,I think the robot was serious,Social,-0.13816427365942727,0.5969287342959213,-
Attempt_Duration__Nothing,I think the robot was serious,Task,-0.3906662416595966,0.1089512618137436,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.396836317139648,0.01826058085931567,*
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",0.0026809747823228797,0.9918522302299768,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.3613085465757959,0.140708530655302,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,0.189008722153763,0.4675125179700589,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,0.17453982096123064,0.48850158129108356,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,0.18076574093310574,0.4874946875150137,-
Attempt_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.47952432894914837,0.04404187380702302,*
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,Baseline,0.2803210959154001,0.1028768992891803,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.10206207261596575,0.696699244080777,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.06424925662032355,0.8000531491539615,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,Delta_Social,-0.10206207261596575,0.696699244080777,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,Delta_Task,0.16062314155080887,0.5243214314267926,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,Social,,,-
Attempt_Duration__Nothing,I would like to redo this activity with Blueberry,Task,0.3506115062819234,0.15372894485002397,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,Baseline,0.19952485843673207,0.25049986315359374,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",-0.03500700210070025,0.8938902347498958,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.2551073424630494,0.3069422177469875,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.280056016805602,0.27627742787303555,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.0037793680364896208,0.9881252818457544,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,Social,0.3572172541558802,0.1592459066983779,-
Attempt_Duration__Nothing,I would like to redo this activity with a group of friends,Task,-0.0037793680364896208,0.9881252818457544,-
Attempt_Duration__Nothing,I wrote well on the tablet,Baseline,0.02880015642546402,0.8695500746592875,-
Attempt_Duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",0.32005214679108684,0.21043960013298818,-
Attempt_Duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.47785216082991555,0.04489167994898523,*
Attempt_Duration__Nothing,I wrote well on the tablet,Delta_Social,0.3434705965562883,0.17708236202768024,-
Attempt_Duration__Nothing,I wrote well on the tablet,Delta_Task,-0.4245155870698566,0.07910159665212335,-
Attempt_Duration__Nothing,I wrote well on the tablet,Social,0.1890032895026742,0.4675255519052678,-
Attempt_Duration__Nothing,I wrote well on the tablet,Task,-0.34607131875758257,0.15949709117887856,-
Attempt_Duration__Word_length,AverageResponses,Baseline,0.06934937225665992,0.6922131292769161,-
Attempt_Duration__Word_length,AverageResponses,Delta_Social,0.4283116662473862,0.08629646314182975,-
Attempt_Duration__Word_length,AverageResponses,Delta_Task,-0.20364100734999366,0.4176553107589752,-
Attempt_Duration__Word_length,AverageResponses,Social,0.3152747612981871,0.21771178378478706,-
Attempt_Duration__Word_length,AverageResponses,Task,-0.3838605702479398,0.11580826319019562,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,0.07387996259690323,0.6731830923111034,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.03595668629546489,0.8910275362838351,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",-0.02614265176112291,0.9179882702556346,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,0.33959092612383507,0.18234779701264284,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.1385560543339514,0.5834873774041778,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,0.37020666471435987,0.14354879129136536,-
Attempt_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,0.0075587360729792415,0.9762529380613245,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,Baseline,-0.07776169511485642,0.6570351984246348,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.2217110133044349,0.39242591209752387,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.1022199413454573,0.6865010272445284,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,Delta_Social,0.4667600280093367,0.0589148094799619,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.30665982403637193,0.21581458833407338,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,Social,0.408248290463863,0.10377091535383602,-
Attempt_Duration__Word_length,I enjoyed writing on the tablet,Task,0.3506115062819234,0.15372894485002397,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,0.07113429940295786,0.6846928978502169,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",-0.020267211742510668,0.9384595929331347,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.19274776986097067,0.4435096975435413,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.4163990776188556,0.0963927781072095,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.28912165479145596,0.2445698355364675,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.3150630189063022,0.21803779545951305,-
Attempt_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.258886710499539,0.2995816584923892,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.12874477641124155,0.4610745377149307,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",-0.1530871290747608,0.557478012554649,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.42294178215515127,0.08033911145731336,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,0.2615238455027164,0.31060867103854056,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,0.059798966628620366,0.8136639746797728,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,0.4673908655995517,0.05852760644282638,-
Attempt_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.15607994095834066,0.5362716155394422,-
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,Baseline,0.09218385498508654,0.5984127067483276,-
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",-0.1669931442893732,0.521777259904544,-
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.575670836762719,0.01242134465957224,*
