Log,Question,Mode,Correlation,P-Value,significance
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,0.13307266185559427,0.6106438556458813,-
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.47490164001095825,0.04642148732273106,*
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,Social,0.15631503171567185,0.5490971129980593,-
Attempt_Duration__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.4748635679413055,0.04644148235454137,*
Attempt_Duration__Word_length,I think the robot was a good student,Baseline,0.00812968610683109,0.9630314072405036,-
Attempt_Duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",-0.15977052079923015,0.540187572024529,-
Attempt_Duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.47488240688744093,0.04643158753069023,*
Attempt_Duration__Word_length,I think the robot was a good student,Delta_Social,0.3222957057501712,0.20707943259886036,-
Attempt_Duration__Word_length,I think the robot was a good student,Delta_Task,-0.1216640877149642,0.6305781499321546,-
Attempt_Duration__Word_length,I think the robot was a good student,Social,0.37477711736515446,0.1382879434023409,-
Attempt_Duration__Word_length,I think the robot was a good student,Task,-0.14509525002200235,0.565665154519521,-
Attempt_Duration__Word_length,I think the robot was nice,Baseline,,,-
Attempt_Duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Attempt_Duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Word_length,I think the robot was nice,Delta_Social,,,-
Attempt_Duration__Word_length,I think the robot was nice,Delta_Task,-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Word_length,I think the robot was nice,Social,,,-
Attempt_Duration__Word_length,I think the robot was nice,Task,-0.5064353168896091,0.031980602629759276,*
Attempt_Duration__Word_length,I think the robot was serious,Baseline,-0.2138897243057036,0.21728799810801366,-
Attempt_Duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",-0.06042871478649218,0.8177921082939577,-
Attempt_Duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",-0.008617129021236075,0.9729288969847253,-
Attempt_Duration__Word_length,I think the robot was serious,Delta_Social,0.2906333425445576,0.25776840566714854,-
Attempt_Duration__Word_length,I think the robot was serious,Delta_Task,-0.33606803182820694,0.17272264331899398,-
Attempt_Duration__Word_length,I think the robot was serious,Social,-0.05526570946377091,0.8331448922489799,-
Attempt_Duration__Word_length,I think the robot was serious,Task,-0.6102142121790394,0.007159559652070068,**
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.30431549039079747,0.07550306258578326,-
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",0.04959803347297327,0.8500640713133547,-
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.6247858559249148,0.005568770066957436,**
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,0.2386067556267363,0.35637985273921524,-
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,-0.005558593024243014,0.9825356604293405,-
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,0.20968825948240266,0.41923282405132944,-
Attempt_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.3853711502057083,0.11426054367305044,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,Baseline,0.2925089696508523,0.08816071657944205,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",0.2041241452319315,0.431957080956069,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.032124628310161774,0.8993041385932469,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,Delta_Social,-0.10206207261596575,0.696699244080777,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,Delta_Task,0.22487239817113244,0.3696504936380537,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,Social,,,-
Attempt_Duration__Word_length,I would like to redo this activity with Blueberry,Task,0.3506115062819234,0.15372894485002397,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,Baseline,0.15465077972859792,0.3750507635531223,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.0700140042014005,0.7894583927180476,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.3269153351563521,0.18545462644031038,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.3150630189063022,0.21803779545951305,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.0037793680364896208,0.9881252818457544,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,Social,0.408248290463863,0.10377091535383602,-
Attempt_Duration__Word_length,I would like to redo this activity with a group of friends,Task,-0.0037793680364896208,0.9881252818457544,-
Attempt_Duration__Word_length,I wrote well on the tablet,Baseline,-0.03741051247019038,0.8310460050323656,-
Attempt_Duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",0.17954144819987797,0.49049730163395056,-
Attempt_Duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.26232886277906525,0.2929711893835306,-
Attempt_Duration__Word_length,I wrote well on the tablet,Delta_Social,0.3434705965562883,0.17708236202768024,-
Attempt_Duration__Word_length,I wrote well on the tablet,Delta_Task,-0.15565571525894745,0.5373937526885915,-
Attempt_Duration__Word_length,I wrote well on the tablet,Social,0.07616550472495827,0.7714030939576351,-
Attempt_Duration__Word_length,I wrote well on the tablet,Task,-0.09887751964502359,0.6962820832654018,-
Sent_Word_Duration__Nothing,AverageResponses,Baseline,0.06316439938193263,0.718492198087674,-
Sent_Word_Duration__Nothing,AverageResponses,Delta_Social,0.7335452674811557,0.0008045121170977373,***
Sent_Word_Duration__Nothing,AverageResponses,Delta_Task,0.16415958755764798,0.515105524470723,-
Sent_Word_Duration__Nothing,AverageResponses,Social,0.7931130713907518,0.000145655140532384,***
Sent_Word_Duration__Nothing,AverageResponses,Task,-0.30212206607115477,0.22303350846071027,-
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.1067229753882754,0.5417304352474128,-
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",0.4847494004277489,0.048597805337281016,*
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.12940612621755837,0.6088125103691602,-
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,0.6339030620978255,0.006285093717989162,**
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.0287569169372352,0.9098172742452768,-
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Social,0.5515012865292109,0.021737743346274527,*
Sent_Word_Duration__Nothing,I enjoyed teaching Blueberry how to write in a group,Task,-0.18896840182448102,0.4526682891047513,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,Baseline,0.03686887781511095,0.8334576982958245,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.3267320196065357,0.200538333352475,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",0.0340733137818191,0.8932280086145878,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,Delta_Social,0.16336600980326785,0.5309864784494774,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,Delta_Task,-0.0340733137818191,0.8932280086145878,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,Social,0.2041241452319315,0.431957080956069,-
Sent_Word_Duration__Nothing,I enjoyed writing on the tablet,Task,0.11687050209397445,0.6442026246677142,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,-0.16895579313450168,0.33191998456021077,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",0.2782135430108283,0.2795823521413279,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.19274776986097067,0.4435096975435413,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.3740221803390605,0.13914760743855764,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.4497447963422649,0.06112050206503491,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.3325665199566523,0.19214345846741684,-
Sent_Word_Duration__Nothing,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.3495915433752899,0.1550121225406816,-
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.13885355452158232,0.42632276985886275,-
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",0.5370806778372859,0.026206611902078437,*
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.30986737253012375,0.21080451832004274,-
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,0.6863406286851776,0.0023458387549854724,**
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,0.1533028053570086,0.5436367864394145,-
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Social,0.5402986329354148,0.025152753546569557,*
Sent_Word_Duration__Nothing,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.03420930212785549,0.8928041952616833,-
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,Baseline,0.08236064951010486,0.6380999930992541,-
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",0.5283767456030949,0.029228479160662513,*
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.35269218863116303,0.15113394647811276,-
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,Delta_Social,0.60926404986826,0.009426785098048923,**
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,Delta_Task,-0.033232394673453056,0.8958493753151169,-
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,Social,0.7077597269348475,0.0014799799664527947,**
Sent_Word_Duration__Nothing,I think I helped the group teach Blueberry how to write,Task,-0.18492283174637378,0.4625777222799864,-
Sent_Word_Duration__Nothing,I think the robot was a good student,Baseline,-0.09328398384109336,0.594035354486933,-
Sent_Word_Duration__Nothing,I think the robot was a good student,"Delta Logs, Delta_Social",0.5963847888454021,0.011507019943851567,*
Sent_Word_Duration__Nothing,I think the robot was a good student,"Delta Logs, Delta_Task",0.003924647990805296,0.9876688465932264,-
Sent_Word_Duration__Nothing,I think the robot was a good student,Delta_Social,0.6060261133763902,0.00991904297951752,**
Sent_Word_Duration__Nothing,I think the robot was a good student,Delta_Task,0.14128732766899066,0.5760147489910119,-
Sent_Word_Duration__Nothing,I think the robot was a good student,Social,0.5713065813493209,0.016593150019529,*
Sent_Word_Duration__Nothing,I think the robot was a good student,Task,-0.01280252206076491,0.9597887053708127,-
Sent_Word_Duration__Nothing,I think the robot was nice,Baseline,,,-
Sent_Word_Duration__Nothing,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Sent_Word_Duration__Nothing,I think the robot was nice,"Delta Logs, Delta_Task",-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Nothing,I think the robot was nice,Delta_Social,,,-
Sent_Word_Duration__Nothing,I think the robot was nice,Delta_Task,-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Nothing,I think the robot was nice,Social,,,-
Sent_Word_Duration__Nothing,I think the robot was nice,Task,-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Nothing,I think the robot was serious,Baseline,0.07918587605598987,0.6511482584651835,-
Sent_Word_Duration__Nothing,I think the robot was serious,"Delta Logs, Delta_Social",0.4086132142705661,0.10343224896265091,-
Sent_Word_Duration__Nothing,I think the robot was serious,"Delta Logs, Delta_Task",0.29175136829042136,0.24011098869302916,-
Sent_Word_Duration__Nothing,I think the robot was serious,Delta_Social,0.584144242936091,0.013806563791312345,*
Sent_Word_Duration__Nothing,I think the robot was serious,Delta_Task,-0.02954444235852368,0.9073574810387084,-
Sent_Word_Duration__Nothing,I think the robot was serious,Social,0.34234036695613645,0.17860569909100776,-
Sent_Word_Duration__Nothing,I think the robot was serious,Task,-0.3906662416595966,0.1089512618137436,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.1485851582528433,0.394291619036896,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",0.2292233438886062,0.37616138113705466,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.15119373025941,0.549260368876801,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,0.46783009951534243,0.058259127192414,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,0.27681793260730214,0.26612414677361684,-
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Social,0.7736773711936925,0.0002687048434306028,***
Sent_Word_Duration__Nothing,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.3777075193777538,0.1222662328841235,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,Baseline,0.31690691025951695,0.06361177321042981,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",-0.10206207261596575,0.696699244080777,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.06424925662032355,0.8000531491539615,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,Delta_Social,-0.3572172541558802,0.1592459066983779,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,Delta_Task,-0.16062314155080887,0.5243214314267926,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,Social,,,-
Sent_Word_Duration__Nothing,I would like to redo this activity with Blueberry,Task,0.11687050209397445,0.6442026246677142,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,Baseline,0.06313236242206885,0.7186291794482091,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.4200840252084029,0.09318360508371684,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.15495408949607445,0.5392519856769312,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,Delta_Social,0.0700140042014005,0.7894583927180476,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,Delta_Task,0.11905009314942307,0.6379940171740142,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,Social,0.2041241452319315,0.431957080956069,-
Sent_Word_Duration__Nothing,I would like to redo this activity with a group of friends,Task,-0.11905009314942307,0.6379940171740142,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,Baseline,0.15158257266789452,0.3847133051031286,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Social",0.19515374804334562,0.45288572149329487,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.5540472662014283,0.01704180858141197,*
Sent_Word_Duration__Nothing,I wrote well on the tablet,Delta_Social,0.24719474752157114,0.3388018748168019,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,Delta_Task,-0.15674421676425473,0.5345166533760514,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,Social,0.42455216522615624,0.08939618712066404,-
Sent_Word_Duration__Nothing,I wrote well on the tablet,Task,-0.30652031089957316,0.21603424256784642,-
Sent_Word_Duration__Word_length,AverageResponses,Baseline,-0.01589549506085714,0.9277870995887181,-
Sent_Word_Duration__Word_length,AverageResponses,Delta_Social,0.7298529255307472,0.0008814694414812491,***
Sent_Word_Duration__Word_length,AverageResponses,Delta_Task,0.0020779694627550377,0.993470899037821,-
Sent_Word_Duration__Word_length,AverageResponses,Social,0.799270781572357,0.00011837520099238005,***
Sent_Word_Duration__Word_length,AverageResponses,Task,-0.3590286196119544,0.14341715532338356,-
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Baseline,-0.13019672995113177,0.4559921937129613,-
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",0.40085046573833083,0.11080751000323816,-
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.05228530352224582,0.8367576737938471,-
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Social,0.6152588543890659,0.008566905970706843,**
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Delta_Task,-0.16208444091896204,0.5205040924340167,-
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Social,0.5515012865292109,0.021737743346274527,*
Sent_Word_Duration__Word_length,I enjoyed teaching Blueberry how to write in a group,Task,-0.28534228675496637,0.2510692360549012,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,Baseline,-0.037067751039206176,0.8325720165559989,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Social",0.25671801540513517,0.31990509629797187,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,"Delta Logs, Delta_Task",-0.1362932551272764,0.5897089668473676,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,Delta_Social,0.11669000700233417,0.6555921152214674,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,Delta_Task,-0.0681466275636382,0.7881781018728292,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,Social,0.2041241452319315,0.431957080956069,-
Sent_Word_Duration__Word_length,I enjoyed writing on the tablet,Task,-0.023374100418794893,0.9266500112348955,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Baseline,-0.19561932335813415,0.26008412728961583,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Social",0.1953022222460119,0.4525352059304891,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,"Delta Logs, Delta_Task",0.09637388493048533,0.7036386476374066,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Social,0.3740221803390605,0.13914760743855764,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Delta_Task,0.4497447963422649,0.06112050206503491,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Social,0.3325665199566523,0.19214345846741684,-
Sent_Word_Duration__Word_length,I enjoyed writing with Blueberry and a group of friends on the tablet,Task,0.25321765844480454,0.3106626534921414,-
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Baseline,-0.2012545319746835,0.2463313433142183,-
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Social",0.4630885654511514,0.06120619306467662,-
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,"Delta Logs, Delta_Task",-0.4164182585229381,0.08562024654944732,-
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Social,0.6863406286851776,0.0023458387549854724,**
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Delta_Task,0.0663224902608335,0.7937307686643171,-
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Social,0.5272793887682964,0.029627722030633772,*
Sent_Word_Duration__Word_length,I found it easy to teach Blueberry how to write with a group of friends,Task,-0.014966569680936775,0.9529982623885465,-
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,Baseline,0.07252590852623125,0.6788503548499407,-
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Social",0.4487940752776905,0.07075982308105264,-
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,"Delta Logs, Delta_Task",-0.39664471061863327,0.10317102490714603,-
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Social,0.60926404986826,0.009426785098048923,**
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,Delta_Task,-0.1415056805450259,0.5754191117551875,-
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,Social,0.7077597269348475,0.0014799799664527947,**
Sent_Word_Duration__Word_length,I think I helped the group teach Blueberry how to write,Task,-0.2397147818934475,0.33802268283863324,-
Sent_Word_Duration__Word_length,I think the robot was a good student,Baseline,-0.10183501544346311,0.5604987452416326,-
Sent_Word_Duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Social",0.5647061511007273,0.018188120896955515,*
Sent_Word_Duration__Word_length,I think the robot was a good student,"Delta Logs, Delta_Task",-0.25117747141153896,0.3147094044962322,-
Sent_Word_Duration__Word_length,I think the robot was a good student,Delta_Social,0.6060261133763902,0.00991904297951752,**
Sent_Word_Duration__Word_length,I think the robot was a good student,Delta_Task,-0.07456831182530065,0.7687093328042631,-
Sent_Word_Duration__Word_length,I think the robot was a good student,Social,0.5713065813493209,0.016593150019529,*
Sent_Word_Duration__Word_length,I think the robot was a good student,Task,-0.10953268874209979,0.6652677795561064,-
Sent_Word_Duration__Word_length,I think the robot was nice,Baseline,,,-
Sent_Word_Duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Social",,,-
Sent_Word_Duration__Word_length,I think the robot was nice,"Delta Logs, Delta_Task",-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Word_length,I think the robot was nice,Delta_Social,,,-
Sent_Word_Duration__Word_length,I think the robot was nice,Delta_Task,-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Word_length,I think the robot was nice,Social,,,-
Sent_Word_Duration__Word_length,I think the robot was nice,Task,-0.478090056615937,0.0447700252795048,*
Sent_Word_Duration__Word_length,I think the robot was serious,Baseline,0.03613796166154058,0.8367145569253064,-
Sent_Word_Duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Social",0.36257228871895303,0.15263990916594974,-
Sent_Word_Duration__Word_length,I think the robot was serious,"Delta Logs, Delta_Task",0.18465276474077302,0.46324310087690934,-
Sent_Word_Duration__Word_length,I think the robot was serious,Delta_Social,0.584144242936091,0.013806563791312345,*
Sent_Word_Duration__Word_length,I think the robot was serious,Delta_Task,-0.10340554825483289,0.683042803315067,-
Sent_Word_Duration__Word_length,I think the robot was serious,Social,0.36997322168802194,0.14382113242001796,-
Sent_Word_Duration__Word_length,I think the robot was serious,Task,-0.35192248215616556,0.15209037944057713,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Baseline,0.08599181832079049,0.6233061591674163,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Social",0.21983993215047612,0.39653537145492557,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,"Delta Logs, Delta_Task",-0.44468744193944115,0.0644530738855199,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Social,0.46783009951534243,0.058259127192414,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Delta_Task,0.055585930242430144,0.826596222079141,-
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Social,0.7736773711936925,0.0002687048434306028,***
Sent_Word_Duration__Word_length,I was concentrated when doing the activity with Blueberry and a group of friends,Task,-0.41164645590155197,0.08964039665323874,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,Baseline,0.3778240857990175,0.02523839867823676,*
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Social",-0.05103103630798288,0.8457801257277214,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,"Delta Logs, Delta_Task",0.1284985132406471,0.611348467034341,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,Delta_Social,-0.3572172541558802,0.1592459066983779,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,Delta_Task,-0.2569970264812942,0.3032485423360842,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,Social,,,-
Sent_Word_Duration__Word_length,I would like to redo this activity with Blueberry,Task,-0.023374100418794893,0.9266500112348955,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,Baseline,0.029409000735274356,0.8668166386790532,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Social",0.4200840252084029,0.09318360508371684,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,"Delta Logs, Delta_Task",0.19085808584272584,0.44807699530326783,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,Delta_Social,0.0700140042014005,0.7894583927180476,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,Delta_Task,0.2267620821893772,0.3655343360178377,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,Social,0.2041241452319315,0.431957080956069,-
Sent_Word_Duration__Word_length,I would like to redo this activity with a group of friends,Task,-0.2267620821893772,0.3655343360178377,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,Baseline,0.09204173702983347,0.5989792028463121,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Social",0.13400557365643065,0.6081215438293144,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,"Delta Logs, Delta_Task",-0.37662152083633427,0.12343186733189243,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,Delta_Social,0.2641080723519944,0.30567651259689005,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,Delta_Task,0.0021770030106146496,0.9931597365935387,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,Social,0.40198460827061305,0.10970745142728733,-
Sent_Word_Duration__Word_length,I wrote well on the tablet,Task,-0.247193799112559,0.3227007186771489,-
Time_To_Start__Nothing,AverageResponses,Baseline,0.05064051523812896,0.7726592362552789,-
Time_To_Start__Nothing,AverageResponses,Delta_Social,-0.18954022012096974,0.4662382287956023,-
Time_To_Start__Nothing,AverageResponses,Delta_Task,0.01766274043341782,0.9445424589034681,-
Time_To_Start__Nothing,AverageResponses,Social,-0.21305677228354045,0.41162672131617817,-
Time_To_Start__Nothing,AverageResponses,Task,-0.28970609075316206,0.24357438661562572,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,Baseline,0.15692333140737585,0.3679870548800569,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Social",-0.4128360278368191,0.09957031866514493,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,"Delta Logs, Delta_Task",0.04052111022974051,0.8731653895053761,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Social,-0.20109109743019254,0.4389765627741631,-
Time_To_Start__Nothing,I enjoyed teaching Blueberry how to write in a group,Delta_Task,0.06797089457891957,0.788712614062688,-
